                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.86828,                0.64838,                 1.1767,                 0.8501,                0.76706,                0.82833,                 0.5008,                 1.4215,                0.84122,                 1.6721,             0.00046226,             0.00046226,             0.00046226
                    149,                0.86476,                 0.6343,                 1.1746,                0.87012,                0.74872,                0.81704,                0.48484,                 1.4544,                0.87289,                 1.7023,             0.00045401,             0.00045401,             0.00045401
                    150,                0.84795,                0.60793,                 1.1705,                0.86234,                0.73427,                0.80184,                0.50049,                 1.4272,                0.88376,                 1.6784,             0.00044576,             0.00044576,             0.00044576
                    151,                0.86578,                0.63126,                 1.1843,                0.80447,                0.75727,                0.82294,                0.50045,                 1.4458,                0.86693,                  1.704,              0.0004375,              0.0004375,              0.0004375
                    152,                0.83738,                 0.6029,                 1.1596,                0.82733,                0.77869,                0.82021,                0.50735,                 1.4289,                0.83864,                 1.6834,             0.00042925,             0.00042925,             0.00042925
                    153,                0.84161,                0.60892,                 1.1585,                0.84194,                0.77041,                0.83639,                0.49555,                 1.4581,                0.85726,                 1.6949,               0.000421,               0.000421,               0.000421
                    154,                0.83046,                0.60631,                 1.1594,                0.84922,                0.72549,                0.81608,                0.50341,                 1.4376,                0.86948,                 1.6958,             0.00041275,             0.00041275,             0.00041275
                    155,                0.83668,                0.60209,                  1.163,                0.86796,                0.72003,                0.82782,                0.50346,                 1.4162,                0.86235,                 1.6692,              0.0004045,              0.0004045,              0.0004045
                    156,                0.83565,                0.59968,                 1.1554,                0.82334,                0.76984,                 0.8222,                0.49581,                 1.4441,                0.83667,                 1.7135,             0.00039625,             0.00039625,             0.00039625
                    157,                0.83327,                0.59644,                 1.1663,                0.87365,                0.76395,                0.83744,                0.51183,                 1.4288,                0.82478,                 1.6809,             0.00038799,             0.00038799,             0.00038799
                    158,                0.81695,                0.60164,                  1.149,                0.84759,                 0.7619,                0.82633,                0.50634,                 1.4271,                0.85731,                   1.68,             0.00037974,             0.00037974,             0.00037974
                    159,                0.82321,                0.59638,                 1.1455,                0.86421,                0.76351,                0.83341,                0.50643,                 1.4137,                0.84984,                 1.6793,             0.00037149,             0.00037149,             0.00037149
                    160,                0.81146,                0.58614,                 1.1509,                0.83254,                 0.7717,                0.83054,                0.50435,                 1.4471,                  0.826,                 1.7069,             0.00036324,             0.00036324,             0.00036324
                    161,                 0.7986,                0.57526,                 1.1403,                0.85548,                0.73407,                0.81609,                0.50021,                 1.4585,                0.85218,                 1.7417,             0.00035499,             0.00035499,             0.00035499
                    162,                0.81549,                0.59608,                 1.1497,                 0.8202,                0.78705,                  0.833,                0.51294,                 1.4231,                0.86406,                 1.6837,             0.00034674,             0.00034674,             0.00034674
                    163,                0.79391,                0.58684,                 1.1462,                0.84927,                0.74688,                0.82269,                0.50507,                 1.4288,                0.84411,                 1.6896,             0.00033848,             0.00033848,             0.00033848
                    164,                0.78973,                0.57288,                 1.1288,                0.84111,                0.76575,                0.83959,                0.52223,                 1.4266,                0.82161,                 1.6814,             0.00033023,             0.00033023,             0.00033023
                    165,                0.77944,                0.55962,                 1.1224,                0.84493,                0.77035,                0.83955,                0.51806,                 1.4479,                0.81997,                 1.7127,             0.00032198,             0.00032198,             0.00032198
                    166,                0.77432,                0.56134,                  1.124,                0.83094,                0.72265,                0.81237,                0.51077,                 1.4268,                0.85615,                 1.6812,             0.00031373,             0.00031373,             0.00031373
                    167,                0.76825,                0.55616,                 1.1179,                0.79758,                0.76573,                0.81379,                0.50179,                 1.4221,                 0.8612,                 1.6875,             0.00030548,             0.00030548,             0.00030548
                    168,                0.76556,                0.54269,                 1.1172,                0.86939,                0.75907,                0.83218,                0.49496,                 1.4286,                0.85026,                 1.7224,             0.00029723,             0.00029723,             0.00029723
                    169,                0.78674,                0.55941,                 1.1358,                0.88935,                 0.7517,                0.83859,                0.50649,                 1.4588,                0.84147,                 1.7422,             0.00028897,             0.00028897,             0.00028897
                    170,                 0.7784,                0.56527,                 1.1247,                0.88977,                0.75153,                 0.8406,                0.51406,                 1.4539,                0.83027,                 1.7254,             0.00028072,             0.00028072,             0.00028072
                    171,                0.78435,                0.56264,                   1.13,                0.88993,                0.72999,                0.82996,                0.51412,                 1.4484,                0.83203,                 1.7119,             0.00027247,             0.00027247,             0.00027247
                    172,                0.75505,                0.54678,                 1.1101,                0.84146,                0.75454,                  0.829,                0.50981,                  1.425,                0.82277,                 1.7171,             0.00026422,             0.00026422,             0.00026422
                    173,                0.76904,                0.54573,                 1.1152,                0.82753,                0.74824,                0.82249,                0.50288,                  1.469,                0.84508,                 1.7624,             0.00025597,             0.00025597,             0.00025597
                    174,                0.75821,                0.54905,                 1.1144,                 0.9078,                0.73318,                0.83086,                0.50403,                 1.4635,                0.83157,                 1.7486,             0.00024772,             0.00024772,             0.00024772
                    175,                0.72805,                0.53508,                 1.1015,                0.84961,                0.74956,                0.81745,                0.50507,                 1.4678,                0.83712,                 1.7612,             0.00023946,             0.00023946,             0.00023946
                    176,                0.74012,                0.53167,                 1.1105,                0.87986,                0.72449,                  0.822,                0.51494,                 1.4363,                0.82384,                 1.7312,             0.00023121,             0.00023121,             0.00023121
                    177,                0.74711,                0.52816,                 1.1084,                0.85284,                0.76361,                0.82748,                0.50868,                 1.4309,                0.81552,                 1.7127,             0.00022296,             0.00022296,             0.00022296
                    178,                 0.7313,                0.52108,                 1.0958,                0.88864,                0.74049,                0.83752,                0.51189,                 1.4545,                0.80539,                 1.7331,             0.00021471,             0.00021471,             0.00021471
                    179,                0.72796,                 0.5263,                 1.0979,                0.90406,                0.71497,                0.82448,                0.51652,                 1.4307,                0.81241,                 1.7265,             0.00020646,             0.00020646,             0.00020646
                    180,                0.71614,                0.51763,                 1.0925,                0.86362,                 0.7415,                0.82448,                0.51022,                 1.4435,                0.81565,                 1.7516,             0.00019821,             0.00019821,             0.00019821
                    181,                0.72827,                0.51937,                  1.094,                0.83838,                0.77775,                0.82636,                0.50206,                 1.4754,                0.84213,                 1.7733,             0.00018995,             0.00018995,             0.00018995
                    182,                  0.728,                0.50936,                 1.0943,                0.87936,                0.72978,                0.83793,                0.51784,                 1.4508,                0.81241,                 1.7484,              0.0001817,              0.0001817,              0.0001817
                    183,                0.72123,                0.52127,                 1.0979,                0.87074,                0.72166,                0.82147,                0.50434,                  1.454,                0.80282,                 1.7626,             0.00017345,             0.00017345,             0.00017345
                    184,                0.71844,                0.50922,                 1.0918,                0.83251,                0.76474,                0.82423,                 0.5063,                 1.4624,                0.80264,                 1.7612,              0.0001652,              0.0001652,              0.0001652
                    185,                 0.7285,                0.52095,                 1.0981,                0.85991,                0.76587,                0.83528,                0.51937,                 1.4517,                0.78891,                 1.7494,             0.00015695,             0.00015695,             0.00015695
                    186,                0.69817,                 0.5054,                 1.0748,                 0.8347,                0.78855,                0.82899,                0.51278,                 1.4374,                0.78895,                 1.7323,              0.0001487,              0.0001487,              0.0001487
                    187,                0.71044,                0.50124,                 1.0841,                0.88973,                0.74703,                0.83271,                0.51191,                 1.4468,                0.80758,                 1.7394,             0.00014044,             0.00014044,             0.00014044
                    188,                0.69498,                0.50087,                 1.0743,                 0.8631,                0.75494,                0.82948,                0.51438,                 1.4305,                 0.8147,                 1.7391,             0.00013219,             0.00013219,             0.00013219
                    189,                0.68868,                0.49202,                 1.0656,                0.86508,                0.76247,                 0.8353,                0.51169,                 1.4437,                0.80481,                 1.7606,             0.00012394,             0.00012394,             0.00012394
                    190,                0.69398,                0.49442,                 1.0819,                0.86059,                 0.7602,                0.82261,                 0.5112,                 1.4615,                0.81388,                 1.7845,             0.00011569,             0.00011569,             0.00011569
                    191,                0.64625,                0.39992,                 1.0381,                0.87035,                 0.7287,                0.81944,                0.50288,                 1.4616,                0.81368,                 1.7875,             0.00010744,             0.00010744,             0.00010744
                    192,                0.61249,                0.37682,                 1.0161,                0.87524,                0.71639,                0.81665,                0.50429,                 1.4463,                0.81516,                 1.7816,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.61073,                0.36993,                 1.0162,                 0.8531,                0.74036,                0.82127,                0.51006,                 1.4431,                0.81402,                 1.7849,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.59636,                0.35494,                 1.0074,                0.89189,                0.71481,                 0.8189,                0.50918,                 1.4477,                0.80705,                 1.7858,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.60566,                0.36201,                 1.0166,                0.81789,                0.77551,                 0.8181,                0.51074,                 1.4431,                0.79737,                 1.7739,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.59411,                 0.3549,                 1.0034,                0.82751,                0.77861,                0.82497,                0.51649,                 1.4428,                0.80142,                 1.7686,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.57906,                0.35324,                 1.0011,                0.86254,                0.75264,                0.82514,                0.51494,                  1.451,                0.80122,                 1.7836,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                 0.5885,                0.35131,                  1.004,                0.86706,                0.73356,                0.81829,                0.51059,                 1.4563,                0.79764,                 1.7899,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.57756,                0.35309,                0.99951,                0.83076,                0.75567,                0.82262,                0.51024,                 1.4464,                0.80132,                 1.7797,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.57671,                0.34989,                      1,                0.85066,                0.76473,                0.83326,                0.51627,                 1.4479,                0.79966,                 1.7839,             3.3173e-05,             3.3173e-05,             3.3173e-05
