                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                 1.0166,                0.77671,                 1.2698,                0.81861,                0.71202,                0.79506,                0.47864,                 1.4628,                0.96363,                 1.6602,             0.00074282,             0.00074282,             0.00074282
                    115,                 1.0178,                0.77379,                 1.2699,                0.86158,                0.73129,                0.80645,                0.48464,                 1.4414,                0.93482,                 1.6507,             0.00073456,             0.00073456,             0.00073456
                    116,                0.99516,                0.75153,                 1.2572,                0.80341,                0.72619,                0.80141,                0.48497,                 1.4109,                0.93474,                 1.6234,             0.00072631,             0.00072631,             0.00072631
                    117,                 1.0218,                0.76417,                 1.2845,                0.77217,                0.78224,                0.81111,                0.48277,                 1.4678,                0.94549,                 1.6751,             0.00071806,             0.00071806,             0.00071806
                    118,                0.98348,                0.73981,                 1.2574,                0.80963,                0.73768,                0.78825,                0.46408,                 1.4619,                0.94197,                 1.6673,             0.00070981,             0.00070981,             0.00070981
                    119,                0.97613,                0.73821,                 1.2672,                0.86551,                0.69444,                0.80181,                0.46842,                 1.4733,                0.94649,                 1.6853,             0.00070156,             0.00070156,             0.00070156
                    120,                 1.0141,                0.75221,                 1.2674,                0.80079,                0.72244,                0.78285,                0.47865,                 1.4655,                0.94556,                 1.6893,             0.00069331,             0.00069331,             0.00069331
                    121,                0.97347,                0.72577,                 1.2471,                0.76433,                0.70236,                0.75718,                0.46435,                 1.4339,                0.95156,                 1.6552,             0.00068505,             0.00068505,             0.00068505
                    122,                0.97942,                0.75051,                 1.2627,                0.85753,                0.66553,                0.77622,                0.46635,                 1.4531,                 0.9222,                 1.6735,              0.0006768,              0.0006768,              0.0006768
                    123,                0.98243,                 0.7394,                 1.2615,                0.85652,                0.74302,                0.81943,                0.48726,                  1.451,                0.92777,                 1.6899,             0.00066855,             0.00066855,             0.00066855
                    124,                 1.0165,                0.75682,                 1.2736,                0.79762,                0.74412,                0.81477,                 0.4848,                 1.4232,                0.91048,                  1.635,              0.0006603,              0.0006603,              0.0006603
                    125,                0.96797,                0.72043,                 1.2463,                0.84109,                0.74943,                0.82827,                0.50756,                 1.3939,                0.87449,                 1.6329,             0.00065205,             0.00065205,             0.00065205
                    126,                0.95725,                0.72514,                 1.2407,                0.81821,                0.72453,                 0.7846,                0.48696,                 1.4404,                0.89297,                  1.657,              0.0006438,              0.0006438,              0.0006438
                    127,                 0.9559,                0.70799,                 1.2311,                0.85199,                0.66129,                0.76033,                0.46982,                 1.4305,                0.91846,                 1.6535,             0.00063554,             0.00063554,             0.00063554
                    128,                 0.9641,                0.71273,                 1.2393,                0.81607,                 0.7785,                0.83021,                0.49725,                 1.4725,                0.87904,                 1.6879,             0.00062729,             0.00062729,             0.00062729
                    129,                0.99683,                0.74362,                 1.2705,                0.86061,                0.74238,                0.82418,                0.49613,                 1.4618,                0.86456,                 1.6867,             0.00061904,             0.00061904,             0.00061904
                    130,                0.98372,                0.74383,                 1.2582,                0.81707,                0.74777,                0.80898,                0.48988,                 1.4528,                0.89409,                 1.6936,             0.00061079,             0.00061079,             0.00061079
                    131,                0.94578,                0.70074,                 1.2241,                0.84144,                0.76644,                0.82679,                0.48772,                 1.4511,                0.91529,                 1.6956,             0.00060254,             0.00060254,             0.00060254
                    132,                0.93902,                0.68907,                  1.219,                0.79309,                0.72562,                 0.7888,                0.47112,                 1.4458,                0.88648,                 1.6786,             0.00059429,             0.00059429,             0.00059429
                    133,                0.93692,                0.69813,                 1.2243,                0.79863,                0.72781,                0.77269,                0.47236,                 1.4536,                0.94431,                 1.6894,             0.00058603,             0.00058603,             0.00058603
                    134,                0.92621,                0.69665,                 1.2156,                 0.8532,                0.71032,                 0.8105,                0.50094,                 1.4175,                0.90544,                 1.6666,             0.00057778,             0.00057778,             0.00057778
                    135,                0.93049,                 0.6946,                 1.2185,                0.79215,                0.74412,                0.79381,                 0.4727,                 1.4511,                0.90222,                 1.6897,             0.00056953,             0.00056953,             0.00056953
                    136,                0.93059,                0.67337,                 1.2161,                0.85324,                0.77438,                0.84377,                0.51777,                 1.4413,                 0.8559,                  1.683,             0.00056128,             0.00056128,             0.00056128
                    137,                0.91272,                0.67101,                 1.2071,                0.81415,                0.72902,                0.80137,                0.48775,                 1.4602,                0.89587,                   1.67,             0.00055303,             0.00055303,             0.00055303
                    138,                0.89071,                0.66648,                 1.2015,                0.86172,                0.74717,                0.81946,                 0.5073,                 1.4284,                0.87633,                  1.701,             0.00054478,             0.00054478,             0.00054478
                    139,                0.92424,                0.68888,                 1.2148,                0.78302,                0.72959,                0.78518,                0.47319,                 1.4524,                0.90077,                  1.696,             0.00053652,             0.00053652,             0.00053652
                    140,                0.89438,                0.66623,                 1.1955,                0.85078,                0.75187,                0.81366,                0.49742,                 1.4377,                0.91693,                 1.6835,             0.00052827,             0.00052827,             0.00052827
                    141,                0.89706,                0.65784,                  1.209,                0.85039,                0.75147,                0.81812,                0.49562,                 1.4568,                0.90016,                 1.7136,             0.00052002,             0.00052002,             0.00052002
                    142,                0.92811,                 0.6876,                 1.2162,                0.82581,                0.73063,                0.78906,                0.48433,                 1.4188,                0.87679,                 1.6443,             0.00051177,             0.00051177,             0.00051177
                    143,                0.89924,                0.66791,                 1.2039,                0.86479,                 0.7367,                0.82265,                0.49875,                 1.4455,                0.89609,                  1.683,             0.00050352,             0.00050352,             0.00050352
                    144,                0.87787,                0.65412,                 1.1914,                0.85174,                0.73498,                 0.8228,                0.50341,                 1.4378,                0.86882,                 1.6657,             0.00049527,             0.00049527,             0.00049527
                    145,                0.86538,                0.64497,                 1.1875,                 0.8352,                0.73102,                0.82131,                0.48661,                 1.4554,                0.86376,                 1.7068,             0.00048701,             0.00048701,             0.00048701
                    146,                0.87587,                0.63588,                 1.1926,                0.81899,                0.76644,                0.81961,                0.49979,                 1.4319,                0.88306,                  1.669,             0.00047876,             0.00047876,             0.00047876
                    147,                0.86247,                0.63273,                 1.1768,                 0.8809,                 0.7551,                0.84305,                0.50805,                 1.4174,                0.86362,                 1.6828,             0.00047051,             0.00047051,             0.00047051
