                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.76664,                0.49364,                 1.0583,                0.85555,                0.79984,                0.85527,                0.52185,                 1.4327,                0.81929,                 1.5726,             0.00045401,             0.00045401,             0.00045401
                    150,                0.74888,                0.48871,                 1.0461,                0.83368,                0.80956,                0.85059,                0.52563,                 1.4191,                0.81455,                  1.559,             0.00044576,             0.00044576,             0.00044576
                    151,                0.77192,                0.50418,                 1.0635,                0.88659,                 0.7764,                0.84433,                0.53227,                 1.4305,                0.82382,                 1.5672,              0.0004375,              0.0004375,              0.0004375
                    152,                0.74637,                0.48951,                 1.0493,                0.86339,                0.80467,                 0.8433,                0.52426,                 1.4346,                0.82477,                 1.5952,             0.00042925,             0.00042925,             0.00042925
                    153,                0.73163,                0.48125,                 1.0373,                0.85559,                 0.8098,                0.85458,                0.51968,                 1.4262,                0.79991,                 1.5783,               0.000421,               0.000421,               0.000421
                    154,                0.73848,                0.48162,                 1.0461,                0.89477,                0.77642,                0.84984,                0.52762,                 1.4273,                0.79743,                 1.5761,             0.00041275,             0.00041275,             0.00041275
                    155,                0.73646,                0.47598,                  1.041,                0.88633,                0.79936,                0.86161,                0.53977,                 1.4193,                0.77741,                  1.584,              0.0004045,              0.0004045,              0.0004045
                    156,                0.73648,                0.48319,                  1.045,                 0.8645,                0.80171,                0.84912,                0.52794,                 1.4317,                0.82401,                 1.6072,             0.00039625,             0.00039625,             0.00039625
                    157,                0.74435,                0.48252,                 1.0501,                0.88637,                0.78502,                0.85088,                0.52799,                 1.4251,                0.78598,                 1.5987,             0.00038799,             0.00038799,             0.00038799
                    158,                0.73181,                0.47586,                 1.0436,                0.88112,                0.75865,                0.83716,                0.51718,                 1.4358,                0.81087,                 1.5952,             0.00037974,             0.00037974,             0.00037974
                    159,                 0.7136,                0.47079,                 1.0293,                0.84844,                0.80102,                0.84455,                0.52438,                 1.4208,                0.78361,                  1.585,             0.00037149,             0.00037149,             0.00037149
                    160,                0.71995,                0.46932,                 1.0382,                0.86876,                0.79994,                0.84262,                0.53155,                 1.4265,                0.82807,                 1.5935,             0.00036324,             0.00036324,             0.00036324
                    161,                0.71971,                0.46659,                 1.0336,                0.88223,                0.80045,                0.84799,                0.53852,                  1.419,                0.82428,                  1.589,             0.00035499,             0.00035499,             0.00035499
                    162,                0.70634,                0.47163,                 1.0324,                0.88084,                 0.7754,                0.84032,                0.53805,                 1.4159,                0.81083,                 1.5875,             0.00034674,             0.00034674,             0.00034674
                    163,                0.70879,                0.46685,                 1.0415,                0.83897,                0.78005,                0.84744,                0.53472,                 1.4204,                0.80737,                 1.5955,             0.00033848,             0.00033848,             0.00033848
                    164,                0.71104,                0.45979,                 1.0333,                0.84438,                0.78061,                0.84073,                0.53671,                  1.415,                 0.7891,                 1.5888,             0.00033023,             0.00033023,             0.00033023
                    165,                0.69662,                0.45364,                 1.0207,                0.86526,                0.79082,                 0.8391,                0.52825,                 1.4512,                0.80684,                  1.613,             0.00032198,             0.00032198,             0.00032198
                    166,                0.69004,                0.45183,                 1.0253,                0.90215,                0.77154,                 0.8491,                0.53788,                 1.4367,                0.77208,                  1.626,             0.00031373,             0.00031373,             0.00031373
                    167,                0.71116,                0.46166,                 1.0346,                0.85744,                0.76984,                0.84544,                0.53318,                 1.4247,                0.76643,                 1.5885,             0.00030548,             0.00030548,             0.00030548
                    168,                0.69711,                0.45322,                 1.0214,                0.91254,                0.80272,                0.85659,                0.53383,                 1.4372,                  0.804,                 1.6134,             0.00029723,             0.00029723,             0.00029723
                    169,                0.71342,                0.46285,                  1.028,                0.85683,                0.81066,                0.85221,                0.52699,                 1.4218,                0.75429,                 1.5849,             0.00028897,             0.00028897,             0.00028897
                    170,                0.69544,                0.45199,                 1.0218,                0.90107,                 0.7777,                0.85735,                0.52903,                 1.4292,                0.78033,                 1.5958,             0.00028072,             0.00028072,             0.00028072
                    171,                 0.7009,                0.45898,                 1.0306,                0.90557,                0.76927,                0.84712,                0.52759,                 1.4287,                 0.8097,                 1.6064,             0.00027247,             0.00027247,             0.00027247
                    172,                0.68123,                0.43982,                 1.0215,                0.88808,                0.78005,                0.85545,                0.53277,                 1.4047,                0.79447,                 1.5992,             0.00026422,             0.00026422,             0.00026422
                    173,                0.68814,                0.44233,                 1.0153,                0.87697,                0.79174,                0.85432,                0.52183,                 1.4331,                0.78587,                    1.6,             0.00025597,             0.00025597,             0.00025597
                    174,                0.69293,                0.44533,                 1.0269,                0.86803,                0.78908,                0.83605,                0.52336,                 1.4292,                0.81047,                 1.6126,             0.00024772,             0.00024772,             0.00024772
                    175,                0.66914,                0.43238,                 1.0172,                0.89914,                0.77742,                  0.836,                0.52335,                 1.4322,                0.81307,                 1.6026,             0.00023946,             0.00023946,             0.00023946
                    176,                0.66851,                0.44074,                 1.0146,                0.90209,                0.76145,                0.84502,                0.52015,                 1.4271,                0.81251,                 1.5892,             0.00023121,             0.00023121,             0.00023121
                    177,                0.67469,                0.43404,                 1.0176,                0.90221,                0.76521,                0.84438,                0.52828,                 1.4195,                0.81005,                 1.5955,             0.00022296,             0.00022296,             0.00022296
                    178,                0.67185,                0.43354,                 1.0074,                0.88674,                0.78704,                0.84186,                0.52881,                 1.4235,                0.80524,                 1.6082,             0.00021471,             0.00021471,             0.00021471
                    179,                0.65789,                0.42874,                 1.0097,                0.88466,                0.78355,                0.84394,                0.52381,                 1.4273,                0.80428,                 1.6075,             0.00020646,             0.00020646,             0.00020646
                    180,                0.65172,                0.42907,                 1.0107,                0.87219,                0.79725,                0.84704,                0.52823,                 1.4014,                0.81938,                 1.5927,             0.00019821,             0.00019821,             0.00019821
                    181,                0.64619,                0.42085,                 1.0005,                0.89604,                0.79639,                0.85049,                0.52688,                 1.4246,                0.82874,                 1.6244,             0.00018995,             0.00018995,             0.00018995
                    182,                 0.6527,                0.41919,                 1.0046,                0.88435,                0.78621,                0.84143,                0.52709,                 1.4212,                0.80726,                 1.6173,              0.0001817,              0.0001817,              0.0001817
                    183,                0.64049,                0.42242,                 1.0029,                0.88987,                0.78061,                0.83555,                0.53405,                 1.4134,                0.82517,                 1.6011,             0.00017345,             0.00017345,             0.00017345
                    184,                0.65353,                0.41185,                 1.0058,                0.88929,                0.78093,                0.83921,                0.52888,                 1.4245,                0.80959,                 1.6072,              0.0001652,              0.0001652,              0.0001652
                    185,                0.65658,                0.42803,                 1.0088,                0.88342,                0.79477,                0.84223,                0.52943,                 1.4132,                0.78911,                 1.5946,             0.00015695,             0.00015695,             0.00015695
                    186,                0.63455,                0.40239,                0.99445,                0.90483,                0.79521,                  0.851,                0.53084,                 1.4185,                0.79391,                  1.608,              0.0001487,              0.0001487,              0.0001487
                    187,                0.64103,                0.40808,                0.99634,                 0.8839,                0.79025,                 0.8419,                0.53622,                 1.4209,                0.79813,                 1.6111,             0.00014044,             0.00014044,             0.00014044
                    188,                0.63417,                 0.4133,                0.99387,                0.89593,                0.78198,                0.83846,                0.53796,                 1.4131,                0.80655,                 1.6042,             0.00013219,             0.00013219,             0.00013219
                    189,                0.63108,                0.41073,                0.99109,                 0.8865,                0.78629,                 0.8448,                0.53644,                 1.4132,                0.80386,                 1.6105,             0.00012394,             0.00012394,             0.00012394
                    190,                0.63911,                0.41624,                 1.0048,                0.87812,                0.78744,                 0.8455,                0.53329,                  1.409,                0.79322,                 1.6123,             0.00011569,             0.00011569,             0.00011569
                    191,                0.57529,                0.33362,                0.95536,                0.87506,                0.78628,                0.83425,                 0.5294,                 1.4232,                 0.7937,                 1.6266,             0.00010744,             0.00010744,             0.00010744
                    192,                0.55601,                0.31754,                0.94413,                0.85825,                0.79989,                0.84258,                0.53162,                 1.4187,                 0.8041,                 1.6299,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.55394,                0.31355,                0.94809,                0.87308,                0.78205,                0.84419,                 0.5384,                 1.4085,                0.80678,                 1.6248,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.54194,                0.30591,                0.93622,                0.89291,                0.78413,                0.85105,                  0.534,                 1.4116,                 0.8002,                 1.6282,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.54354,                0.30991,                0.94187,                0.88708,                0.77834,                0.85605,                0.53821,                 1.4105,                0.80438,                 1.6315,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.53223,                0.30621,                0.93175,                0.89804,                0.78159,                 0.8559,                0.54193,                 1.4038,                0.79287,                 1.6194,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.53647,                0.30376,                0.93491,                0.89574,                0.77721,                0.85785,                0.54218,                 1.4042,                0.79257,                 1.6189,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.54014,                0.30405,                0.93838,                0.89064,                0.77834,                0.85648,                0.53932,                 1.4121,                0.80152,                 1.6196,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.52429,                 0.2985,                0.93212,                0.90528,                0.77793,                0.85689,                 0.5409,                 1.4216,                0.81415,                 1.6324,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.53072,                0.30317,                0.93897,                0.90078,                0.78345,                0.85887,                0.54102,                 1.4195,                0.79616,                 1.6296,             3.3173e-05,             3.3173e-05,             3.3173e-05
