               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.030503,            0.014819,           0.0011154,             0.77493,             0.76152,             0.80276,             0.42799,            0.037002,            0.009145,           0.0014947,            0.006172,            0.006172,            0.006172
                  60,            0.030852,            0.014142,           0.0012603,             0.85883,             0.75001,             0.82154,             0.43364,            0.036694,           0.0091445,           0.0016307,            0.006106,            0.006106,            0.006106
                  61,             0.02915,            0.014873,             0.00113,             0.78497,             0.81308,             0.82052,             0.43044,            0.035497,           0.0091745,           0.0013445,             0.00604,             0.00604,             0.00604
                  62,            0.030357,            0.014485,           0.0010084,              0.8162,             0.82315,             0.82481,             0.43606,            0.036718,           0.0094065,           0.0016641,            0.005974,            0.005974,            0.005974
                  63,            0.029048,            0.013928,           0.0010482,             0.84521,             0.81964,             0.86287,             0.47934,            0.035357,           0.0085935,           0.0011107,            0.005908,            0.005908,            0.005908
                  64,            0.029426,            0.014375,           0.0013423,             0.80084,             0.80308,             0.81661,             0.44532,             0.03626,           0.0092845,           0.0013914,            0.005842,            0.005842,            0.005842
                  65,            0.029619,            0.014165,          0.00094199,             0.87212,             0.77752,             0.84566,             0.46163,            0.035633,           0.0090629,           0.0014525,            0.005776,            0.005776,            0.005776
                  66,            0.029853,            0.014985,            0.001096,              0.8693,             0.78833,             0.82767,             0.44252,            0.035364,           0.0091085,           0.0024909,             0.00571,             0.00571,             0.00571
                  67,             0.02899,            0.014397,           0.0010421,             0.83649,             0.82143,             0.85902,             0.45431,             0.03619,           0.0088518,           0.0010209,            0.005644,            0.005644,            0.005644
                  68,            0.029649,            0.015184,          0.00091284,             0.89275,             0.83093,              0.8806,             0.47904,            0.036405,           0.0086474,           0.0017057,            0.005578,            0.005578,            0.005578
                  69,            0.029005,            0.013692,          0.00098707,             0.87282,             0.78715,             0.86447,             0.47344,            0.035555,           0.0091879,           0.0013102,            0.005512,            0.005512,            0.005512
                  70,            0.028625,             0.01426,          0.00089257,             0.86613,             0.75377,             0.84028,             0.47531,            0.034537,           0.0088864,           0.0016226,            0.005446,            0.005446,            0.005446
                  71,            0.027819,            0.013642,          0.00079024,             0.83359,             0.81432,             0.86462,              0.4725,            0.034834,           0.0084208,           0.0008155,             0.00538,             0.00538,             0.00538
                  72,            0.028334,            0.013739,          0.00066481,             0.85289,             0.81169,             0.85348,             0.48154,            0.034866,           0.0087813,          0.00091447,            0.005314,            0.005314,            0.005314
                  73,            0.027874,            0.014285,           0.0009296,             0.80706,             0.76952,             0.83535,             0.47441,            0.034489,           0.0096777,           0.0020057,            0.005248,            0.005248,            0.005248
                  74,            0.027357,            0.013213,          0.00077931,              0.8782,             0.75701,              0.8319,              0.4712,            0.035605,           0.0096337,           0.0015408,            0.005182,            0.005182,            0.005182
                  75,            0.026882,            0.013004,          0.00056524,             0.80769,             0.82337,             0.83436,             0.47762,            0.035337,           0.0090235,           0.0018889,            0.005116,            0.005116,            0.005116
                  76,            0.028264,            0.014432,           0.0007662,             0.84456,             0.80017,             0.85329,             0.48027,            0.034933,           0.0090034,           0.0012817,             0.00505,             0.00505,             0.00505
                  77,            0.027795,             0.01314,           0.0007259,              0.8518,             0.78364,             0.85297,               0.471,            0.035912,           0.0089639,           0.0018715,            0.004984,            0.004984,            0.004984
                  78,            0.027135,            0.013676,           0.0011176,             0.83441,             0.79407,             0.83935,             0.47077,            0.035065,           0.0088894,           0.0011553,            0.004918,            0.004918,            0.004918
                  79,            0.026643,            0.013818,          0.00053049,             0.83693,             0.80053,             0.84781,             0.47109,             0.03452,            0.009038,           0.0012663,            0.004852,            0.004852,            0.004852
                  80,            0.027027,            0.012891,          0.00092608,             0.85828,             0.83387,             0.85187,             0.47172,            0.034919,           0.0090128,           0.0025683,            0.004786,            0.004786,            0.004786
                  81,            0.026713,            0.013067,          0.00092495,             0.84608,             0.81105,             0.84152,             0.46484,            0.035028,           0.0094821,           0.0022443,             0.00472,             0.00472,             0.00472
                  82,            0.027085,            0.013827,           0.0012168,             0.86223,             0.78406,             0.82153,             0.44724,            0.035047,            0.010092,           0.0045158,            0.004654,            0.004654,            0.004654
                  83,            0.027012,            0.012732,          0.00094872,             0.86588,             0.81124,             0.82629,             0.45618,            0.035001,           0.0097096,           0.0048615,            0.004588,            0.004588,            0.004588
                  84,            0.026488,            0.012741,          0.00096627,             0.85242,              0.8331,             0.83995,             0.47367,            0.035943,           0.0095835,           0.0039589,            0.004522,            0.004522,            0.004522
                  85,            0.025326,            0.013354,          0.00096955,             0.87774,             0.78555,             0.85068,              0.4783,            0.034883,           0.0093099,           0.0027244,            0.004456,            0.004456,            0.004456
                  86,            0.026769,            0.012599,           0.0011885,             0.88159,             0.84382,             0.86691,             0.49706,            0.034048,           0.0091163,           0.0011463,             0.00439,             0.00439,             0.00439
                  87,            0.026267,            0.013547,          0.00091142,              0.8822,             0.82211,              0.8655,             0.48812,            0.033737,            0.009061,           0.0013633,            0.004324,            0.004324,            0.004324
                  88,            0.025989,            0.013756,            0.001295,             0.83389,             0.84134,             0.86181,             0.48604,            0.034714,           0.0088719,           0.0014088,            0.004258,            0.004258,            0.004258
                  89,            0.025726,             0.01341,          0.00084623,             0.88214,              0.7987,             0.84214,              0.4806,            0.035413,           0.0088883,           0.0021055,            0.004192,            0.004192,            0.004192
                  90,            0.025888,            0.012533,          0.00077754,             0.88219,             0.78471,             0.85199,             0.46574,            0.036712,           0.0090769,           0.0014588,            0.004126,            0.004126,            0.004126
                  91,             0.02612,            0.012999,          0.00074732,             0.88033,              0.8713,             0.88917,             0.50729,            0.035158,           0.0084978,           0.0008727,             0.00406,             0.00406,             0.00406
                  92,             0.02556,            0.012888,          0.00058744,             0.89449,             0.85315,             0.89348,             0.50403,            0.034924,           0.0088733,          0.00081605,            0.003994,            0.003994,            0.003994
                  93,            0.025818,            0.013369,          0.00072516,             0.89705,             0.83016,             0.87668,              0.5004,            0.035964,           0.0091734,           0.0012974,            0.003928,            0.003928,            0.003928
                  94,            0.024555,            0.012943,          0.00060812,              0.8684,             0.81988,             0.86805,             0.49107,            0.035823,           0.0092968,           0.0015162,            0.003862,            0.003862,            0.003862
                  95,            0.025068,            0.012757,          0.00077664,             0.87596,             0.85088,             0.87395,             0.49914,            0.034384,           0.0089554,          0.00098128,            0.003796,            0.003796,            0.003796
                  96,            0.024209,            0.012123,          0.00051295,             0.88633,             0.82085,             0.88824,             0.48707,            0.034834,           0.0088491,          0.00057691,             0.00373,             0.00373,             0.00373
                  97,            0.025187,            0.012546,          0.00088196,             0.89657,             0.84903,             0.88265,             0.50087,            0.035219,           0.0091713,          0.00088663,            0.003664,            0.003664,            0.003664
                  98,            0.024163,            0.012476,           0.0006778,             0.89159,             0.83636,             0.87176,             0.49033,            0.035139,           0.0092783,          0.00092009,            0.003598,            0.003598,            0.003598
                  99,            0.024613,            0.012448,          0.00080264,             0.84248,             0.85587,             0.85048,             0.47497,            0.034334,           0.0093944,           0.0010003,            0.003532,            0.003532,            0.003532
                 100,            0.023956,            0.012884,           0.0006142,             0.84455,              0.8635,             0.87296,             0.49905,            0.033696,           0.0092209,          0.00097756,            0.003466,            0.003466,            0.003466
                 101,            0.023917,             0.01165,          0.00049855,             0.91151,              0.8424,             0.89228,             0.49832,            0.034146,           0.0095106,           0.0011434,              0.0034,              0.0034,              0.0034
                 102,            0.024793,            0.012322,           0.0006021,              0.8487,             0.85791,             0.88218,             0.50934,             0.03302,           0.0091369,           0.0017109,            0.003334,            0.003334,            0.003334
