                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.90021,                0.62931,                 1.1616,                0.85711,                0.73924,                0.80294,                0.49469,                 1.4132,                0.82668,                 1.5588,             0.00086659,             0.00086659,             0.00086659
                    100,                0.89556,                0.63253,                 1.1589,                0.82168,                0.73812,                0.79883,                0.49287,                 1.4272,                0.86415,                 1.5589,             0.00085834,             0.00085834,             0.00085834
                    101,                0.89464,                0.63164,                 1.1643,                0.84486,                0.72264,                0.78592,                0.48101,                 1.4319,                0.90277,                 1.5783,             0.00085009,             0.00085009,             0.00085009
                    102,                0.89778,                0.63173,                 1.1685,                0.84966,                0.71256,                0.79119,                0.47926,                 1.4491,                 0.8731,                 1.5973,             0.00084184,             0.00084184,             0.00084184
                    103,                0.87361,                0.60925,                 1.1511,                0.83745,                0.72453,                0.79966,                0.49727,                 1.4333,                0.84984,                  1.577,             0.00083358,             0.00083358,             0.00083358
                    104,                0.87124,                0.61708,                  1.143,                0.86068,                0.72196,                0.79331,                0.47724,                 1.4416,                0.88418,                 1.5654,             0.00082533,             0.00082533,             0.00082533
                    105,                0.87451,                0.60889,                 1.1458,                0.87125,                 0.7088,                0.79734,                0.48458,                 1.4068,                0.87367,                 1.5597,             0.00081708,             0.00081708,             0.00081708
                    106,                0.87169,                  0.604,                 1.1458,                0.86148,                0.73547,                  0.794,                0.48503,                 1.4231,                0.87426,                 1.5814,             0.00080883,             0.00080883,             0.00080883
                    107,                0.87307,                0.60202,                 1.1386,                0.82301,                0.74313,                0.77685,                0.48029,                 1.4307,                 0.8768,                 1.5749,             0.00080058,             0.00080058,             0.00080058
                    108,                 0.8749,                0.60747,                 1.1377,                0.85674,                0.71476,                0.79661,                0.48916,                 1.3906,                0.84542,                 1.5405,             0.00079233,             0.00079233,             0.00079233
                    109,                0.85774,                0.60174,                 1.1381,                0.83275,                0.71439,                0.77808,                0.47672,                 1.4152,                 0.8789,                 1.5705,             0.00078407,             0.00078407,             0.00078407
                    110,                0.87464,                0.60759,                 1.1399,                0.78064,                0.76483,                0.79216,                0.48875,                 1.4058,                0.83632,                 1.5511,             0.00077582,             0.00077582,             0.00077582
                    111,                0.84049,                0.58914,                 1.1319,                0.78105,                0.74502,                0.78253,                0.48527,                 1.4018,                0.83912,                 1.5656,             0.00076757,             0.00076757,             0.00076757
                    112,                0.83525,                0.58159,                  1.126,                0.84847,                0.70541,                0.77397,                0.48035,                  1.416,                0.85579,                 1.6092,             0.00075932,             0.00075932,             0.00075932
                    113,                0.84845,                0.58781,                  1.127,                0.85969,                0.69456,                0.77436,                0.47513,                 1.4389,                0.85531,                 1.6034,             0.00075107,             0.00075107,             0.00075107
                    114,                 0.8457,                0.59924,                 1.1335,                0.87034,                 0.7315,                0.79774,                0.48108,                  1.434,                0.83613,                 1.5974,             0.00074282,             0.00074282,             0.00074282
                    115,                0.82625,                0.56584,                 1.1235,                0.82645,                0.73284,                 0.7792,                0.47784,                 1.4264,                0.84475,                 1.5724,             0.00073456,             0.00073456,             0.00073456
                    116,                0.83533,                0.56703,                  1.126,                0.83111,                0.71816,                0.79032,                0.49367,                 1.3937,                 0.8331,                 1.5579,             0.00072631,             0.00072631,             0.00072631
                    117,                0.81868,                0.56206,                 1.1061,                0.86022,                0.70764,                0.78285,                0.48541,                 1.4212,                0.85237,                 1.5959,             0.00071806,             0.00071806,             0.00071806
                    118,                 0.8176,                0.55539,                 1.1093,                0.81201,                0.74375,                0.79831,                0.49699,                 1.3947,                0.83792,                 1.5593,             0.00070981,             0.00070981,             0.00070981
                    119,                0.81071,                0.55094,                 1.1114,                 0.8638,                0.71867,                0.79383,                0.49444,                 1.4093,                0.84963,                 1.5754,             0.00070156,             0.00070156,             0.00070156
                    120,                0.81003,                0.54096,                 1.1054,                0.80289,                0.75008,                0.78122,                0.48419,                 1.3997,                0.84519,                  1.569,             0.00069331,             0.00069331,             0.00069331
                    121,                0.81172,                0.55744,                 1.1097,                0.86355,                0.71454,                0.78543,                 0.4851,                 1.4188,                0.82854,                 1.5986,             0.00068505,             0.00068505,             0.00068505
                    122,                0.82005,                0.54511,                 1.1107,                0.84083,                0.72463,                0.79176,                0.49251,                 1.3979,                 0.8639,                 1.5669,              0.0006768,              0.0006768,              0.0006768
