               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,             0.02942,            0.014123,           0.0010927,             0.78995,             0.75788,             0.80404,             0.45786,            0.035895,            0.010041,           0.0025807,            0.008317,            0.008317,            0.008317
                  36,            0.028307,             0.01381,           0.0011186,             0.78401,              0.7488,             0.79451,             0.42921,            0.037856,             0.01045,           0.0016261,           0.0082675,           0.0082675,           0.0082675
                  37,            0.028837,             0.01314,           0.0009617,             0.84344,              0.7746,             0.82988,             0.47626,            0.035461,           0.0098498,           0.0013041,            0.008218,            0.008218,            0.008218
                  38,            0.028185,            0.013903,          0.00089767,             0.83868,             0.78965,             0.84783,             0.49023,            0.034835,           0.0097681,           0.0016274,           0.0081685,           0.0081685,           0.0081685
                  39,            0.028937,            0.013656,           0.0010547,             0.75998,              0.7656,             0.80402,             0.45939,            0.035483,            0.010252,           0.0011799,            0.008119,            0.008119,            0.008119
                  40,            0.027389,            0.013448,          0.00096707,             0.86206,             0.79184,             0.86138,             0.49806,            0.034116,            0.009819,            0.001166,           0.0080695,           0.0080695,           0.0080695
                  41,            0.027708,            0.013264,          0.00078945,             0.84315,             0.74473,             0.80685,             0.48798,            0.034612,            0.009828,           0.0013105,             0.00802,             0.00802,             0.00802
                  42,            0.027026,            0.013172,          0.00092344,             0.78825,             0.76417,              0.8102,             0.46297,            0.034672,           0.0099231,           0.0017883,           0.0079705,           0.0079705,           0.0079705
                  43,            0.027414,            0.012718,           0.0010437,             0.85483,             0.79173,             0.85034,              0.4962,            0.034883,           0.0097113,           0.0012061,            0.007921,            0.007921,            0.007921
                  44,            0.027594,            0.013208,          0.00081993,             0.87102,             0.74682,              0.8398,             0.49062,            0.034423,           0.0096938,          0.00089895,           0.0078715,           0.0078715,           0.0078715
                  45,            0.026798,            0.012923,           0.0011603,             0.85263,             0.77891,              0.8611,             0.51256,            0.033915,           0.0096504,           0.0010758,            0.007822,            0.007822,            0.007822
                  46,            0.026517,            0.013073,           0.0011258,             0.84592,             0.76531,             0.83418,             0.49254,            0.035222,           0.0096838,           0.0014831,           0.0077725,           0.0077725,           0.0077725
                  47,             0.02597,            0.012758,          0.00084389,             0.85415,             0.80568,             0.84846,             0.48379,             0.03442,            0.010338,           0.0012582,            0.007723,            0.007723,            0.007723
                  48,            0.025803,            0.012691,          0.00087856,             0.82362,             0.78798,             0.83817,              0.4968,             0.03476,           0.0099461,           0.0017718,           0.0076735,           0.0076735,           0.0076735
                  49,            0.025819,            0.012355,           0.0010573,              0.8651,             0.75274,             0.82925,             0.47525,            0.035145,            0.010292,          0.00099846,            0.007624,            0.007624,            0.007624
                  50,            0.026089,             0.01226,          0.00075023,             0.82221,             0.76294,             0.81727,             0.47872,            0.034394,             0.01017,          0.00095848,           0.0075745,           0.0075745,           0.0075745
                  51,            0.026626,            0.013268,          0.00082091,              0.8831,             0.81957,             0.87053,             0.51148,            0.033541,           0.0094542,           0.0010302,            0.007525,            0.007525,            0.007525
                  52,            0.026118,            0.012165,          0.00066527,             0.86311,             0.81401,             0.85795,             0.51195,            0.034793,            0.009757,           0.0009191,           0.0074755,           0.0074755,           0.0074755
