               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.024091,            0.012202,          0.00076099,             0.89852,             0.76195,             0.84624,             0.50029,            0.033723,            0.010019,          0.00075546,            0.004951,            0.004951,            0.004951
                 104,            0.024473,            0.011958,          0.00058656,             0.84758,             0.80612,             0.85533,             0.52063,            0.033464,           0.0099412,           0.0010992,           0.0049015,           0.0049015,           0.0049015
                 105,            0.023909,            0.011674,          0.00051444,             0.86877,             0.79739,             0.84894,             0.50214,            0.033943,            0.010281,          0.00072143,            0.004852,            0.004852,            0.004852
                 106,            0.023659,            0.011804,           0.0005232,             0.89541,             0.79989,             0.86756,             0.50864,            0.034563,            0.010111,           0.0007867,           0.0048025,           0.0048025,           0.0048025
                 107,             0.02399,            0.011528,          0.00056548,                0.87,             0.81011,             0.84297,             0.50678,            0.034227,            0.010251,          0.00083897,            0.004753,            0.004753,            0.004753
                 108,            0.023413,            0.011609,          0.00048646,             0.83508,             0.79762,             0.83388,             0.49402,            0.033661,            0.010244,          0.00069978,           0.0047035,           0.0047035,           0.0047035
                 109,            0.023618,            0.011832,          0.00049596,             0.87467,             0.78571,             0.84275,             0.50061,            0.033621,            0.010231,          0.00099545,            0.004654,            0.004654,            0.004654
                 110,            0.023045,            0.011786,           0.0004603,             0.84851,             0.79922,              0.8481,             0.49618,            0.033499,            0.010269,           0.0011275,           0.0046045,           0.0046045,           0.0046045
                 111,            0.023378,             0.01175,          0.00054042,             0.87286,             0.80385,             0.86822,              0.5146,            0.033611,           0.0098852,          0.00080987,            0.004555,            0.004555,            0.004555
                 112,            0.023301,            0.011382,          0.00047905,             0.89952,             0.77154,             0.85844,             0.50712,            0.033286,            0.010056,          0.00085978,           0.0045055,           0.0045055,           0.0045055
                 113,            0.023768,             0.01131,          0.00053307,             0.90792,             0.77983,             0.85781,             0.50299,            0.033668,           0.0099827,          0.00075174,            0.004456,            0.004456,            0.004456
                 114,            0.023771,            0.011897,          0.00045923,             0.88409,             0.76871,             0.84121,             0.51249,            0.034027,            0.010331,           0.0011269,           0.0044065,           0.0044065,           0.0044065
                 115,            0.022986,            0.011581,          0.00035757,             0.86406,             0.78231,             0.84753,             0.50043,            0.033916,            0.010443,           0.0010033,            0.004357,            0.004357,            0.004357
                 116,            0.023013,            0.011335,          0.00054501,             0.85626,             0.79483,             0.85813,             0.51392,             0.03344,           0.0099796,          0.00088341,           0.0043075,           0.0043075,           0.0043075
                 117,            0.022842,            0.011516,           0.0007576,             0.89948,             0.79306,              0.8481,             0.51511,            0.033284,            0.010343,           0.0010412,            0.004258,            0.004258,            0.004258
                 118,            0.022805,            0.011405,          0.00039333,             0.89604,             0.78063,             0.83702,             0.51242,            0.033141,            0.010232,          0.00084385,           0.0042085,           0.0042085,           0.0042085
                 119,            0.022793,            0.011499,          0.00042004,             0.89953,             0.78401,             0.84455,             0.50452,            0.034178,            0.010475,          0.00092872,            0.004159,            0.004159,            0.004159
                 120,            0.022969,            0.011658,          0.00075467,             0.86722,             0.78007,              0.8412,             0.48581,            0.034909,            0.010615,           0.0010309,           0.0041095,           0.0041095,           0.0041095
                 121,            0.022205,            0.011389,          0.00039729,             0.87656,             0.77009,             0.83895,             0.50598,            0.034206,             0.01061,            0.001619,             0.00406,             0.00406,             0.00406
                 122,            0.022614,             0.01184,          0.00054272,             0.88967,             0.75187,              0.8338,             0.49778,            0.034256,            0.010434,           0.0013317,           0.0040105,           0.0040105,           0.0040105
                 123,            0.022261,            0.011532,          0.00052392,             0.89242,             0.79195,             0.85281,             0.50072,            0.034164,             0.01055,           0.0010409,            0.003961,            0.003961,            0.003961
                 124,             0.02215,            0.011035,          0.00044879,             0.88208,             0.76707,             0.84627,             0.50372,            0.033357,            0.010757,          0.00081686,           0.0039115,           0.0039115,           0.0039115
                 125,             0.02235,            0.010896,           0.0004701,             0.91921,             0.76937,             0.85298,             0.51401,            0.034195,            0.010498,          0.00079436,            0.003862,            0.003862,            0.003862
                 126,             0.02232,             0.01117,          0.00048621,             0.90246,             0.75964,             0.83715,             0.50554,             0.03394,            0.010732,          0.00075827,           0.0038125,           0.0038125,           0.0038125
                 127,             0.02222,            0.011224,          0.00034723,              0.9044,             0.79331,             0.84992,             0.50325,            0.033334,            0.010522,           0.0006554,            0.003763,            0.003763,            0.003763
                 128,            0.022064,            0.011579,          0.00031837,              0.9138,              0.7355,             0.84618,             0.51201,            0.033807,            0.010372,          0.00077503,           0.0037135,           0.0037135,           0.0037135
                 129,            0.021743,             0.01094,          0.00054118,             0.93527,             0.74015,             0.84792,              0.5199,            0.033362,            0.010337,          0.00084384,            0.003664,            0.003664,            0.003664
                 130,            0.022114,            0.010979,          0.00045924,               0.878,             0.77463,             0.85645,             0.51523,            0.033274,            0.010367,          0.00065289,           0.0036145,           0.0036145,           0.0036145
                 131,            0.021601,            0.011069,          0.00037236,             0.89514,             0.76134,             0.84359,             0.50958,            0.033591,            0.010262,          0.00068643,            0.003565,            0.003565,            0.003565
                 132,             0.02222,            0.011209,          0.00041618,             0.88615,             0.77511,             0.85134,             0.51186,            0.033483,            0.010285,          0.00085016,           0.0035155,           0.0035155,           0.0035155
                 133,            0.021788,            0.011037,          0.00034825,              0.9081,             0.75045,             0.83417,             0.51332,            0.033674,            0.010895,          0.00072392,            0.003466,            0.003466,            0.003466
                 134,            0.021278,            0.011066,          0.00033015,             0.91408,              0.7381,             0.83808,             0.49997,            0.033863,             0.01063,           0.0011444,           0.0034165,           0.0034165,           0.0034165
                 135,            0.021225,            0.010855,          0.00042536,             0.90002,             0.77268,             0.85571,             0.52041,            0.032776,             0.01061,          0.00088611,            0.003367,            0.003367,            0.003367
                 136,            0.021347,            0.010786,          0.00060477,             0.92025,             0.76373,             0.84687,             0.51718,            0.033373,            0.010559,          0.00086061,           0.0033175,           0.0033175,           0.0033175
                 137,            0.021494,            0.010686,          0.00053547,             0.88385,              0.7828,             0.85076,             0.51149,            0.033672,            0.010823,          0.00097474,            0.003268,            0.003268,            0.003268
                 138,            0.021432,            0.010761,          0.00044014,             0.92386,             0.77702,             0.85351,             0.52034,            0.032841,             0.01045,          0.00077656,           0.0032185,           0.0032185,           0.0032185
                 139,            0.021194,            0.010507,          0.00038889,             0.90127,             0.74773,             0.84017,              0.5163,            0.032966,             0.01087,          0.00075463,            0.003169,            0.003169,            0.003169
                 140,            0.020475,            0.010931,           0.0003183,             0.89796,             0.75424,             0.84468,             0.52097,            0.033248,            0.011045,          0.00095977,           0.0031195,           0.0031195,           0.0031195
                 141,             0.02079,            0.010896,          0.00039177,             0.91263,             0.75397,             0.84637,             0.51998,            0.032861,            0.010446,          0.00082837,             0.00307,             0.00307,             0.00307
